timestamp [ns],gaze x [px],gaze y [px]
1740468500104569998,996.0227661132812,805.3692626953125
1740468500109569998,996.8171997070312,805.1356811523438
1740468500114577998,995.5609741210938,795.6223754882812
1740468500119569998,994.8646850585938,799.1806640625
1740468500124694998,998.5847778320312,798.125
1740468500129694998,992.5820312500001,796.9280395507812
1740468500134694998,994.6979370117188,799.6090087890625
1740468500139694998,998.5238037109376,793.0553588867188
1740468500144707998,998.6550903320312,795.3558959960938
1740468500149694998,999.3143310546875,792.3889770507812
1740468500154694998,999.5792846679688,792.3659057617188
1740468500159694998,999.7494506835939,792.0746459960938
1740468500164694998,1000.2579956054686,792.912353515625
1740468500169694998,1001.6907958984374,793.1478881835938
1740468500174694998,1001.5101928710938,790.1179809570312
1740468500179694998,1000.9749145507814,796.30224609375
1740468500184694998,1002.3285522460938,795.1241455078125
1740468500189694998,1001.9810791015624,797.285888671875
1740468500194694998,1004.6261596679689,796.3760986328125
1740468500199698998,1002.1555786132814,797.6950073242188
1740468500204694998,996.6668701171875,800.9083862304688
1740468500209694998,999.08447265625,798.7362670898438
1740468500214694998,999.5934448242189,797.6046752929688
1740468500219697998,1001.3720703124999,797.0252685546875
1740468500224694998,997.1425170898436,799.4478149414062
1740468500229694998,996.671875,801.2470703125
1740468500234694998,998.98779296875,798.3533325195312
1740468500239694998,1001.5563354492188,798.7229614257812
1740468500244698998,998.254150390625,796.6192016601562
1740468500249694998,1001.8065795898438,802.50390625
1740468500254819998,999.6438598632812,801.6709594726562
1740468500259819998,1005.9379272460938,806.3922729492188
1740468500264819998,1007.3325195312499,808.9666137695312
1740468500269819998,1009.2941284179688,811.3483276367188
1740468500274819998,1005.842041015625,816.472900390625
1740468500279819998,1008.8197021484374,818.9286499023438
1740468500284822998,1012.6945190429688,824.5875244140625
1740468500289827998,1016.1492309570314,824.355224609375
1740468500294819998,1022.6130371093751,819.7708740234375
1740468500299819998,1024.381103515625,827.25390625
1740468500304822998,1032.3370361328125,824.032958984375
1740468500309829998,1038.04248046875,826.6507568359375
1740468500314819998,1048.1033935546875,830.7957153320312
1740468500319819998,1053.437255859375,836.7740478515625
1740468500324819998,1057.4071044921875,844.9561767578125
1740468500329819998,1055.041015625,838.14013671875
1740468500334819998,1046.7623291015625,834.7779541015625
1740468500339819998,1038.8875732421875,830.0046997070312
1740468500344835998,1018.274169921875,819.6986694335938
1740468500349827998,998.2083740234375,807.2591552734375
1740468500354819998,971.3726196289062,787.0440063476562
1740468500359833998,952.0237426757812,774.5912475585938
1740468500364819998,933.625732421875,768.0387573242188
1740468500369819998,909.8995361328125,760.7875366210938
1740468500374819998,896.6939086914061,756.898193359375
1740468500379819998,865.6178588867186,751.3203735351562
1740468500384944998,826.2219848632812,719.1117553710938
1740468500389944998,815.0545654296875,741.2305908203125
1740468500394944998,791.5045776367188,729.9977416992188
1740468500399944998,775.8701782226562,755.728515625
1740468500404944998,767.6404418945312,768.5818481445312
1740468500409944998,761.0606079101562,767.8569946289062
1740468500414944998,737.8471069335938,763.9383544921875
1740468500419944998,747.5956420898438,725.24560546875
1740468500424944998,730.683837890625,725.2279663085938
1740468500429944998,686.2872924804688,740.3681640625
1740468500434944998,659.6529541015625,725.761962890625
1740468500439944998,626.48974609375,709.2347412109375
1740468500444944998,636.5440063476562,664.6974487304688
1740468500449944998,633.4330444335938,635.2745361328125
1740468500454944998,618.3018798828125,613.0504760742189
1740468500459944998,598.5944213867188,573.0634155273438
1740468500464944998,590.955810546875,573.1425170898436
1740468500469944998,577.6165161132812,569.7141723632814
1740468500474944998,569.22216796875,551.78369140625
1740468500479944998,559.3621215820312,521.666015625
1740468500484944998,550.3914184570312,501.51019287109375
1740468500489952998,549.0123901367188,490.1965026855469
1740468500494954998,544.96142578125,481.61541748046886
1740468500499944998,538.4439697265625,482.4552001953125
1740468500504947998,534.6953125,473.57110595703114
1740468500509956998,537.7975463867188,468.5441894531249
1740468500514947998,538.7299194335938,466.40957641601574
1740468500520069998,542.1692504882812,463.6595458984375
1740468500525069998,542.4090576171875,466.08523559570324
1740468500530069998,547.9769897460938,465.0745544433594
1740468500535069998,547.7671508789062,456.2223815917969
1740468500540072998,553.8837280273438,453.1658630371094
1740468500545069998,557.0737915039062,439.72720336914074
1740468500550069998,564.4268798828125,439.44073486328125
1740468500555069998,566.8111572265625,432.51177978515636
1740468500560069998,574.9257202148438,435.3383483886719
1740468500565069998,584.7467041015625,430.85568237304676
1740468500570072998,594.012939453125,424.36407470703125
1740468500575076998,597.9212646484375,420.82562255859375
1740468500580069998,599.8837280273438,412.1446228027344
1740468500585069998,609.0328979492188,406.58929443359386
1740468500590086998,618.8209228515625,400.87860107421875
1740468500595069998,627.1958618164062,399.08551025390625
1740468500600079998,633.26220703125,398.9342346191406
1740468500605069998,635.4302978515625,399.48272705078114
1740468500610069998,631.95654296875,398.2501220703124
1740468500615069998,621.173828125,398.7482604980469
1740468500620069998,604.4488525390625,411.2525939941406
1740468500625069998,584.2632446289062,424.3896789550781
1740468500630071998,566.0069580078125,441.88739013671864
1740468500635069998,549.8635864257812,466.11993408203125
1740468500640069998,532.7699584960938,482.84713745117176
1740468500645194998,513.94189453125,501.1468505859375
1740468500650194998,494.3923645019531,522.8463134765626
1740468500655194998,476.58801269531244,541.7812499999999
1740468500660194998,462.5192565917969,555.7566528320311
1740468500665194998,454.1124877929687,569.9185180664062
1740468500670197998,448.1343994140625,577.2406616210938
1740468500675194998,446.61068725585943,588.2503051757812
1740468500680194998,448.3592834472656,596.2227172851562
1740468500685194998,449.2588500976563,606.3783569335938
1740468500690200998,452.4840087890625,612.0821533203125
1740468500695194998,450.83517456054693,616.3602294921875
1740468500700194998,449.7697448730468,619.8261108398436
1740468500705197998,453.3521728515625,618.0012817382812
1740468500710206998,458.3992919921875,618.3639526367188
1740468500715194998,461.71429443359375,621.6654663085938
1740468500720200998,468.0340881347656,625.3656005859375
1740468500725199998,473.1376953125,627.9852294921875
1740468500730194998,474.635986328125,625.4659423828125
1740468500735194998,477.5242309570313,621.2720336914062
1740468500740194998,476.5982360839844,624.1294555664062
1740468500745194998,480.5433044433594,624.2880249023438
1740468500750194998,483.8504943847656,625.3989868164064
1740468500755194998,486.1908569335937,628.4501342773438
1740468500760194998,488.9874572753906,626.1253662109375
1740468500765194998,490.0508117675781,627.8990478515626
1740468500770194998,489.28240966796875,629.3939819335939
1740468500775319998,488.03735351562494,629.2579956054686
1740468500780319998,491.10345458984375,633.8630371093751
1740468500785319998,494.9287109375,636.9390869140625
1740468500790331998,496.43524169921875,633.6353759765625
1740468500795334998,493.79516601562494,635.2723999023438
1740468500800319998,499.9075927734375,633.9540405273438
1740468500805319998,503.85766601562494,632.5719604492188
1740468500810319998,507.04754638671875,626.9373779296875
1740468500815319998,510.78082275390625,627.4789428710938
1740468500820319998,513.3877563476562,623.0315551757812
1740468500825319998,513.133544921875,619.2787475585936
1740468500830319998,514.2808837890625,617.6608276367189
1740468500835319998,516.347412109375,615.6552734375
1740468500840319998,520.4344482421875,612.8583374023438
1740468500845319998,526.6954956054688,609.383544921875
1740468500850319998,529.0135498046875,601.9543457031249
1740468500855319998,531.4364013671875,599.8198852539062
1740468500860319998,531.8158569335938,593.3495483398436
1740468500865319998,532.590576171875,591.3804321289062
1740468500870319998,530.0514526367188,583.9265747070312
1740468500875319998,527.1990966796875,579.9921875000001
1740468500880319998,528.2615356445312,570.0630493164062
1740468500885319998,529.360107421875,566.2123413085938
1740468500890319998,531.8046264648438,564.5712280273438
1740468500895319998,534.4494018554688,565.1624755859374
1740468500900319998,534.9793090820312,563.5314331054688
1740468500905445998,536.1602783203125,566.6369018554688
1740468500910444998,534.8802490234375,560.3781127929688
1740468500915444998,539.3795776367188,557.10205078125
1740468500920444998,540.7090454101562,555.9411010742186
1740468500925444998,545.2744140625,553.6571655273438
1740468500930449998,547.0164184570312,555.9395751953125
1740468500935444998,552.9365844726562,557.9245605468749
1740468500940444998,559.3099365234375,557.999755859375
1740468500945444998,562.4119262695312,554.7393798828126
1740468500950453998,564.5243530273438,555.501708984375
1740468500955444998,561.2314453125,558.1303100585938
1740468500960444998,565.3968505859375,555.5842285156251
1740468500965444998,564.7947387695312,549.8593139648438
1740468500970447998,564.9506225585938,551.2040405273436
1740468500975448998,564.190673828125,549.6962890625
1740468500980444998,564.0299072265625,551.277099609375
1740468500985444998,563.686767578125,554.13720703125
1740468500990444998,568.7198486328125,552.3685913085938
1740468500995444998,571.1327514648438,553.958251953125
1740468501000453998,573.7949829101562,555.0194702148438
1740468501005444998,574.53662109375,555.5789794921876
1740468501010447998,577.2901000976562,557.782958984375
1740468501015444998,580.5257568359375,550.2032470703125
1740468501020444998,583.8815307617188,556.6581420898438
1740468501025444998,585.7717895507812,557.494140625
1740468501030444998,586.676513671875,559.5303955078125
1740468501035444998,579.5776977539062,566.7857055664064
1740468501040569998,567.869140625,581.5811157226561
1740468501045569998,544.5142211914062,610.9508056640625
1740468501050569998,526.1730346679688,636.544189453125
1740468501055581998,512.9896850585938,658.3528442382812
1740468501060569998,497.82214355468744,677.9698486328125
1740468501065572998,488.3222961425782,693.2505493164062
1740468501070569998,483.19631958007807,706.1116333007812
1740468501075569998,477.58984375000006,717.2874755859375
1740468501080569998,478.3010864257813,719.424072265625
1740468501085569998,478.97143554687494,726.718994140625
1740468501090581998,481.0460205078125,732.3381958007812
1740468501095569998,484.08123779296875,732.40087890625
1740468501100569998,486.9223327636719,731.255615234375
1740468501105577998,488.6744079589843,729.1734619140625
1740468501110569998,489.7537536621094,726.3279418945312
1740468501115584998,492.1094665527344,730.1678466796875
1740468501120581998,495.9317932128906,728.7925415039062
1740468501125569998,496.97210693359375,735.2450561523438
1740468501130569998,495.3844909667969,733.7222900390625
1740468501135569998,496.0743713378906,737.126220703125
1740468501140583998,498.41818237304693,740.6639404296875
1740468501145569998,501.20037841796875,735.5176391601562
1740468501150569998,501.4366149902344,735.3734741210938
1740468501155569998,503.19848632812494,736.537841796875
1740468501160569998,503.0903625488281,735.7346801757812
1740468501165569998,505.3170166015625,734.4248046875
1740468501170694998,506.3721313476562,726.5336303710938
1740468501175694998,508.7203674316406,726.05859375
1740468501180694998,511.98291015625,726.3934936523438
1740468501185694998,512.8846435546875,725.8809204101562
1740468501190694998,518.0142822265625,724.1304931640625
1740468501195694998,521.582275390625,722.7603759765625
1740468501200694998,520.382568359375,718.7728271484375
1740468501205694998,520.1946411132812,716.6853637695312
1740468501210694998,525.4003295898438,714.5774536132812
1740468501215694998,526.2528076171875,710.0065307617188
1740468501220694998,528.8358764648438,712.4769897460938
1740468501225694998,531.39404296875,708.0887451171875
1740468501230703998,530.9052124023438,711.8029174804688
1740468501235694998,534.8102416992188,710.7269287109375
1740468501240694998,539.507568359375,710.015625
1740468501245694998,540.6793823242188,710.1810913085938
1740468501250694998,548.2304077148438,707.2688598632812
1740468501255694998,562.3176879882812,710.890380859375
1740468501260698998,578.0189819335938,715.014892578125
1740468501265694998,595.18994140625,719.8500366210938
1740468501270694998,606.9537963867188,727.334716796875
1740468501275694998,629.3925170898438,732.2861938476562
1740468501280694998,645.71826171875,733.7122192382812
1740468501285694998,654.808837890625,733.4615478515625
1740468501290694998,663.3002319335938,736.055908203125
1740468501295694998,665.3468627929688,735.3342895507812
1740468501300825998,671.3372192382812,735.4228515625
1740468501305819998,673.3643798828125,735.4918823242188
1740468501310819998,677.143310546875,732.2950439453125
1740468501315819998,678.9561157226562,730.958984375
1740468501320819998,679.0540161132812,734.3471069335938
1740468501325819998,682.896484375,730.1928100585938
1740468501330819998,685.524169921875,730.7092895507812
1740468501335819998,686.0578002929688,731.6231079101562
1740468501340819998,689.1536254882812,735.33056640625
1740468501345819998,691.4813842773438,739.7162475585938
1740468501350819998,691.8970336914062,741.7567749023438
1740468501355819998,695.2246704101562,744.2266235351562
1740468501360819998,696.3952026367188,749.3809814453125
1740468501365819998,699.2969970703125,751.2064819335938
1740468501370819998,703.003173828125,752.0996704101562
1740468501375819998,702.6500854492188,753.9083251953125
1740468501380819998,706.349365234375,755.429931640625
1740468501385819998,708.2943115234375,759.64013671875
1740468501390822998,712.4446411132812,759.6019897460938
1740468501395819998,716.2769775390625,763.16650390625
1740468501400819998,718.9791870117188,763.474853515625
1740468501405819998,720.6953735351562,764.4750366210938
1740468501410819998,721.4551391601562,762.2763061523438
1740468501415822998,722.2925415039062,762.7324829101562
1740468501420819998,724.8372192382812,765.0217895507812
1740468501425819998,726.1392211914062,763.1226806640625
1740468501430944998,728.2713623046875,760.0214233398438
1740468501435944998,723.8821411132812,755.994384765625
1740468501440944998,725.612548828125,755.106201171875
1740468501445944998,729.5504150390625,756.0236206054688
1740468501450944998,731.5015258789062,755.8840942382812
1740468501455946998,731.0245971679688,757.6557006835938
1740468501460944998,733.1467895507812,756.8845825195312
1740468501465944998,736.7398071289062,750.7084350585938
1740468501470944998,736.5227661132812,750.9021606445312
1740468501475944998,738.408935546875,748.4606323242188
1740468501480944998,739.4526977539062,751.5536499023438
1740468501485959998,741.5635375976562,750.2998046875
1740468501490944998,745.8076782226562,750.5856323242188
1740468501495944998,745.9071655273438,747.4635009765625
1740468501500944998,750.412109375,752.02001953125
1740468501505948998,749.098876953125,750.2646484375
1740468501510959998,750.7822265625,748.4769897460938
1740468501515952998,751.324462890625,747.5941772460938
1740468501520944998,751.9851684570312,749.3902587890625
1740468501525949998,751.7562866210938,752.4417114257812
1740468501530956998,752.041259765625,752.5026245117188
1740468501535944998,752.49365234375,753.64306640625
1740468501540944998,755.1847534179688,754.9683227539062
1740468501545944998,755.2335815429688,759.5094604492188
1740468501550944998,754.9544067382812,760.1536865234375
1740468501555944998,757.2844848632812,761.5410766601562
1740468501561069998,758.8442993164062,758.465576171875
1740468501566069998,761.8438110351562,760.8543090820312
1740468501571069998,762.6193237304688,759.896728515625
1740468501576069998,765.6212158203125,759.7371826171875
1740468501581082998,763.3751831054688,761.6134643554688
1740468501586069998,765.0669555664062,761.1027221679688
1740468501591073998,767.9523315429688,759.4541625976562
1740468501596069998,771.2444458007812,765.413330078125
1740468501601069998,784.1526489257812,774.0040283203125
1740468501606069998,798.0635986328125,786.166259765625
1740468501611072998,816.7921142578125,802.803955078125
1740468501616069998,837.0266723632814,820.72412109375
1740468501621069998,851.4931640625001,834.6224975585938
1740468501626069998,857.3411254882811,840.09423828125
1740468501631069998,863.7781372070312,848.486328125
1740468501636069998,865.9336547851562,852.22802734375
1740468501641069998,872.1627807617188,850.023681640625
1740468501646069998,875.8421630859376,851.7059936523438
1740468501651069998,875.3350219726564,854.3900756835938
1740468501656069998,883.0806274414062,854.3502807617188
1740468501661069998,887.0034790039062,853.9540405273438
1740468501666069998,889.5029907226564,856.3316650390625
1740468501671069998,886.29296875,857.7037963867188
1740468501676072998,887.4773559570312,859.9476928710938
1740468501681069998,882.7948608398436,858.5498657226562
1740468501686069998,881.3917236328125,866.6338500976562
1740468501691194998,881.5245361328126,863.9275512695312
1740468501696079998,876.5303955078125,861.8843383789062
1740468501701194998,879.1084594726562,856.2007446289062
1740468501706194998,881.9964599609374,851.3240356445312
1740468501711194998,885.2290039062501,852.8277587890625
1740468501716194998,883.7266845703125,852.2523193359375
1740468501721202998,884.6130981445312,849.4669799804688
1740468501726194998,882.9317016601562,852.2984619140625
1740468501731194998,875.0885009765625,857.6546020507812
1740468501736194998,877.6934814453124,856.9642944335938
1740468501741194998,877.5244750976561,857.5733642578125
1740468501746198998,877.3604736328125,855.2396850585938
1740468501751194998,875.8678588867188,852.4461669921875
1740468501756194998,874.0337524414062,852.4633178710938
1740468501761194998,875.1033935546875,854.2214965820312
1740468501766194998,868.8638305664062,855.2996826171875
1740468501771194998,872.2733764648436,854.0875244140625
1740468501776194998,872.8594360351562,854.2991943359375
1740468501781194998,868.9420166015625,861.2449340820312
1740468501786194998,873.4716186523438,858.6921997070312
1740468501791194998,872.3705444335938,857.8115234375
1740468501796194998,869.9454345703124,855.2089233398438
1740468501801194998,871.7591552734374,852.9638671875
1740468501806194998,867.3629150390625,857.9932861328125
1740468501811194998,867.827392578125,854.9205932617188
1740468501816194998,866.688720703125,857.6266479492188
1740468501821319998,867.1154785156251,859.4396362304688
1740468501826204998,870.2669677734375,863.1076049804688
1740468501831326998,869.7160034179686,863.5933837890625
1740468501836319998,866.892822265625,860.8338623046875
1740468501841323998,869.2109374999999,860.4137573242188
1740468501846319998,870.146728515625,860.3189086914062
1740468501851333998,871.13671875,856.6961059570312
1740468501856330998,871.2099609375,855.5897827148438
1740468501861319998,871.6239624023438,857.6862182617188
1740468501866319998,868.71337890625,860.7722778320312
1740468501871319998,868.7759399414062,859.39453125
1740468501876319998,867.966796875,857.562744140625
1740468501881319998,873.0125732421875,854.4383544921875
1740468501886319998,872.1495361328126,856.9193725585938
1740468501891319998,873.3196411132812,854.3889770507812
1740468501896324998,872.5511474609375,853.1787719726562
